STATUS;VALID_ON;LOT_TYPE_FK;IDE_POSITION_REF;IDE_INTERNAL_PARTY_REF;IDE_CONTRACT_REF;TYP_DC_INDICATOR;CCY_ISO_CURRENCY;OCA_AMOUNT;RCA_AMOUNT;TYP_AMOUNT;DTE_VALUE;IDE_SCENARIO_FK;AUDIT_INFO
5;20231231;1;PRL_4111100;CTP_CKV;;2;EUR;3628458.95;3628458.95;1;31/12/2023;1;
5;20231231;1;PRL_4112410;CTP_CKV;;2;EUR;1115840.61;1115840.61;1;31/12/2023;1;
5;20231231;1;PRL_4112420;CTP_CKV;;2;EUR;10422.97;10422.97;1;31/12/2023;1;
5;20231231;1;PRL_4112421;CTP_CKV;;2;EUR;124713.64;124713.64;1;31/12/2023;1;
5;20231231;1;PRL_4112430;CTP_CKV;;2;EUR;21753.81;21753.81;1;31/12/2023;1;
5;20231231;1;PRL_4112440;CTP_CKV;;2;EUR;6016.20;6016.20;1;31/12/2023;1;
5;20231231;1;PRL_4112480;CTP_CKV;;2;EUR;5532.58;5532.58;1;31/12/2023;1;
5;20231231;1;PRL_4112491;CTP_CKV;;2;EUR;112.68;112.68;1;31/12/2023;1;
5;20231231;1;PRL_4112492;CTP_CKV;;1;EUR;3926.26;3926.26;1;31/12/2023;1;
5;20231231;1;PRL_4112493;CTP_CKV;;2;EUR;26387.87;26387.87;1;31/12/2023;1;
5;20231231;1;PRL_4112494;CTP_CKV;;2;EUR;92808.88;92808.88;1;31/12/2023;1;
5;20231231;1;PRL_4112510;CTP_CKV;;2;EUR;39966784.00;39966784.00;1;31/12/2023;1;
5;20231231;1;PRL_4112511;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_4112512;CTP_CKV;;2;EUR;370972.07;370972.07;1;31/12/2023;1;
5;20231231;1;PRL_4112520;CTP_CKV;;2;EUR;567477.47;567477.47;1;31/12/2023;1;
5;20231231;1;PRL_4112521;CTP_CKV;;2;EUR;23448.30;23448.30;1;31/12/2023;1;
5;20231231;1;PRL_4112522;CTP_CKV;;2;EUR;1759.48;1759.48;1;31/12/2023;1;
5;20231231;1;PRL_4112530;CTP_CKV;;2;EUR;2011207.75;2011207.75;1;31/12/2023;1;
5;20231231;1;PRL_4112531;CTP_CKV;;2;EUR;32266.47;32266.47;1;31/12/2023;1;
5;20231231;1;PRL_4112540;CTP_CKV;;1;EUR;543017.40;543017.40;1;31/12/2023;1;
5;20231231;1;PRL_4112550;CTP_CKV;;2;EUR;182710.92;182710.92;1;31/12/2023;1;
5;20231231;1;PRL_4112580;CTP_CKV;;2;EUR;607294.13;607294.13;1;31/12/2023;1;
5;20231231;1;PRL_4112581;CTP_CKV;;1;EUR;14089.37;14089.37;1;31/12/2023;1;
5;20231231;1;PRL_4112591;CTP_CKV;;2;EUR;166984.37;166984.37;1;31/12/2023;1;
5;20231231;1;PRL_4112592;CTP_CKV;;2;EUR;392834.94;392834.94;1;31/12/2023;1;
5;20231231;1;PRL_4112593;CTP_CKV;;1;EUR;78678.02;78678.02;1;31/12/2023;1;
5;20231231;1;PRL_4112594;CTP_CKV;;2;EUR;6117.78;6117.78;1;31/12/2023;1;
5;20231231;1;PRL_4112595;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_4112596;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_4112610;CTP_CKV;;2;EUR;11121077.73;11121077.73;1;31/12/2023;1;
5;20231231;1;PRL_4112611;CTP_CKV;;2;EUR;48105.94;48105.94;1;31/12/2023;1;
5;20231231;1;PRL_4112620;CTP_CKV;;2;EUR;523270.45;523270.45;1;31/12/2023;1;
5;20231231;1;PRL_4112621;CTP_CKV;;2;EUR;5379.83;5379.83;1;31/12/2023;1;
5;20231231;1;PRL_4112622;CTP_CKV;;2;EUR;40.71;40.71;1;31/12/2023;1;
5;20231231;1;PRL_4112630;CTP_CKV;;2;EUR;450193.42;450193.42;1;31/12/2023;1;
5;20231231;1;PRL_4112631;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_4112640;CTP_CKV;;2;EUR;156601.55;156601.55;1;31/12/2023;1;
5;20231231;1;PRL_4112650;CTP_CKV;;1;EUR;2228.38;2228.38;1;31/12/2023;1;
5;20231231;1;PRL_4112680;CTP_CKV;;1;EUR;296287.51;296287.51;1;31/12/2023;1;
5;20231231;1;PRL_4112681;CTP_CKV;;1;EUR;296.36;296.36;1;31/12/2023;1;
5;20231231;1;PRL_4112691;CTP_CKV;;1;EUR;1257682.18;1257682.18;1;31/12/2023;1;
5;20231231;1;PRL_4112692;CTP_CKV;;1;EUR;325227.42;325227.42;1;31/12/2023;1;
5;20231231;1;PRL_4112693;CTP_CKV;;1;EUR;24348.39;24348.39;1;31/12/2023;1;
5;20231231;1;PRL_4112694;CTP_CKV;;1;EUR;3729.03;3729.03;1;31/12/2023;1;
5;20231231;1;PRL_4112695;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_4112696;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_4114210;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_4114215;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_4114222;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_4114225;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_4132200;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_4132420;CTP_CKV;;2;EUR;2051312.52;2051312.52;1;31/12/2023;1;
5;20231231;1;PRL_4132430;CTP_CKV;;2;EUR;450.00;450.00;1;31/12/2023;1;
5;20231231;1;PRL_4132450;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_4132460;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_4132470;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_4161210;CTP_CKV;;2;EUR;1116697.44;1116697.44;1;31/12/2023;1;
5;20231231;1;PRL_4161220;CTP_CKV;;2;EUR;1777967.56;1777967.56;1;31/12/2023;1;
5;20231231;1;PRL_4164100;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_4164200;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_4164300;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_4172110;CTP_CKV;;2;EUR;34183.11;34183.11;1;31/12/2023;1;
5;20231231;1;PRL_4172120;CTP_CKV;;2;EUR;410444.24;410444.24;1;31/12/2023;1;
5;20231231;1;PRL_4172121;CTP_CKV;;2;EUR;131.44;131.44;1;31/12/2023;1;
5;20231231;1;PRL_4172130;CTP_CKV;;2;EUR;124667.62;124667.62;1;31/12/2023;1;
5;20231231;1;PRL_4172131;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_4172140;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_4172210;CTP_CKV;;2;EUR;28005.86;28005.86;1;31/12/2023;1;
5;20231231;1;PRL_4172220;CTP_CKV;;2;EUR;1378049.78;1378049.78;1;31/12/2023;1;
5;20231231;1;PRL_4172221;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_4172230;CTP_CKV;;2;EUR;820872.54;820872.54;1;31/12/2023;1;
5;20231231;1;PRL_4172231;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_4172300;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_4172400;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_4172500;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_4172800;CTP_CKV;;2;EUR;159287.69;159287.69;1;31/12/2023;1;
5;20231231;1;PRL_4172850;CTP_CKV;;2;EUR;50400.00;50400.00;1;31/12/2023;1;
5;20231231;1;PRL_4172860;CTP_CKV;;2;EUR;12050.00;12050.00;1;31/12/2023;1;
5;20231231;1;PRL_4172870;CTP_CKV;;2;EUR;2136.09;2136.09;1;31/12/2023;1;
5;20231231;1;PRL_4172880;CTP_CKV;;2;EUR;242030.99;242030.99;1;31/12/2023;1;
5;20231231;1;PRL_4172890;CTP_CKV;;2;EUR;5696.06;5696.06;1;31/12/2023;1;
5;20231231;1;PRL_4172900;CTP_CKV;;2;EUR;1528395.26;1528395.26;1;31/12/2023;1;
5;20231231;1;PRL_4181000;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_4182000;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_4250000;CTP_CKV;;2;EUR;5404.13;5404.13;1;31/12/2023;1;
5;20231231;1;PRL_4301000;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_4302000;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_4303000;CTP_CKV;;2;EUR;96785.36;96785.36;1;31/12/2023;1;
5;20231231;1;PRL_4520000;CTP_CKV;;1;EUR;580280.00;580280.00;1;31/12/2023;1;
5;20231231;1;PRL_5111110;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5111120;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5111200;CTP_CKV;;1;EUR;94116.39;94116.39;1;31/12/2023;1;
5;20231231;1;PRL_5111210;CTP_CKV;;1;EUR;882.14;882.14;1;31/12/2023;1;
5;20231231;1;PRL_5112210;CTP_CKV;;1;EUR;38956.27;38956.27;1;31/12/2023;1;
5;20231231;1;PRL_5112220;CTP_CKV;;1;EUR;116856.98;116856.98;1;31/12/2023;1;
5;20231231;1;PRL_5112221;CTP_CKV;;1;EUR;319961.02;319961.02;1;31/12/2023;1;
5;20231231;1;PRL_5112222;CTP_CKV;;1;EUR;45345.73;45345.73;1;31/12/2023;1;
5;20231231;1;PRL_5112223;CTP_CKV;;1;EUR;2208011.48;2208011.48;1;31/12/2023;1;
5;20231231;1;PRL_5112230;CTP_CKV;;1;EUR;194140.32;194140.32;1;31/12/2023;1;
5;20231231;1;PRL_5112240;CTP_CKV;;1;EUR;4162377.77;4162377.77;1;31/12/2023;1;
5;20231231;1;PRL_5112250;CTP_CKV;;1;EUR;5515491.68;5515491.68;1;31/12/2023;1;
5;20231231;1;PRL_5112251;CTP_CKV;;2;EUR;814.17;814.17;1;31/12/2023;1;
5;20231231;1;PRL_5112252;CTP_CKV;;1;EUR;25.93;25.93;1;31/12/2023;1;
5;20231231;1;PRL_5112253;CTP_CKV;;1;EUR;1670.53;1670.53;1;31/12/2023;1;
5;20231231;1;PRL_5112255;CTP_CKV;;1;EUR;1033.59;1033.59;1;31/12/2023;1;
5;20231231;1;PRL_5112257;CTP_CKV;;2;EUR;40.14;40.14;1;31/12/2023;1;
5;20231231;1;PRL_5112258;CTP_CKV;;2;EUR;42.19;42.19;1;31/12/2023;1;
5;20231231;1;PRL_5112260;CTP_CKV;;2;EUR;668.55;668.55;1;31/12/2023;1;
5;20231231;1;PRL_5112261;CTP_CKV;;2;EUR;3650.16;3650.16;1;31/12/2023;1;
5;20231231;1;PRL_5112262;CTP_CKV;;1;EUR;16974.08;16974.08;1;31/12/2023;1;
5;20231231;1;PRL_5112263;CTP_CKV;;1;EUR;10021.18;10021.18;1;31/12/2023;1;
5;20231231;1;PRL_5112265;CTP_CKV;;1;EUR;3905.10;3905.10;1;31/12/2023;1;
5;20231231;1;PRL_5112267;CTP_CKV;;2;EUR;2153.70;2153.70;1;31/12/2023;1;
5;20231231;1;PRL_5112268;CTP_CKV;;2;EUR;351.81;351.81;1;31/12/2023;1;
5;20231231;1;PRL_5112270;CTP_CKV;;2;EUR;794.67;794.67;1;31/12/2023;1;
5;20231231;1;PRL_5112272;CTP_CKV;;1;EUR;2570986.44;2570986.44;1;31/12/2023;1;
5;20231231;1;PRL_5112273;CTP_CKV;;1;EUR;778008.83;778008.83;1;31/12/2023;1;
5;20231231;1;PRL_5112274;CTP_CKV;;1;EUR;37038.70;37038.70;1;31/12/2023;1;
5;20231231;1;PRL_5112275;CTP_CKV;;1;EUR;222605.37;222605.37;1;31/12/2023;1;
5;20231231;1;PRL_5112277;CTP_CKV;;2;EUR;100270.82;100270.82;1;31/12/2023;1;
5;20231231;1;PRL_5112278;CTP_CKV;;1;EUR;89030.41;89030.41;1;31/12/2023;1;
5;20231231;1;PRL_5112280;CTP_CKV;;2;EUR;1022233.48;1022233.48;1;31/12/2023;1;
5;20231231;1;PRL_5112281;CTP_CKV;;2;EUR;68009.59;68009.59;1;31/12/2023;1;
5;20231231;1;PRL_5112282;CTP_CKV;;1;EUR;37073.44;37073.44;1;31/12/2023;1;
5;20231231;1;PRL_5112283;CTP_CKV;;1;EUR;270803.66;270803.66;1;31/12/2023;1;
5;20231231;1;PRL_5112284;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5112285;CTP_CKV;;1;EUR;5339.95;5339.95;1;31/12/2023;1;
5;20231231;1;PRL_5112287;CTP_CKV;;2;EUR;32069.42;32069.42;1;31/12/2023;1;
5;20231231;1;PRL_5112288;CTP_CKV;;1;EUR;9922.38;9922.38;1;31/12/2023;1;
5;20231231;1;PRL_5112290;CTP_CKV;;2;EUR;13499.22;13499.22;1;31/12/2023;1;
5;20231231;1;PRL_5112291;CTP_CKV;;2;EUR;5823.62;5823.62;1;31/12/2023;1;
5;20231231;1;PRL_5112292;CTP_CKV;;1;EUR;35.63;35.63;1;31/12/2023;1;
5;20231231;1;PRL_5112293;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5112294;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5112295;CTP_CKV;;1;EUR;54382.21;54382.21;1;31/12/2023;1;
5;20231231;1;PRL_5112296;CTP_CKV;;2;EUR;31.54;31.54;1;31/12/2023;1;
5;20231231;1;PRL_5112300;CTP_CKV;;1;EUR;1567440.67;1567440.67;1;31/12/2023;1;
5;20231231;1;PRL_5112301;CTP_CKV;;1;EUR;672280.33;672280.33;1;31/12/2023;1;
5;20231231;1;PRL_5112306;CTP_CKV;;2;EUR;102.19;102.19;1;31/12/2023;1;
5;20231231;1;PRL_5112307;CTP_CKV;;1;EUR;838179.39;838179.39;1;31/12/2023;1;
5;20231231;1;PRL_5112308;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5112309;CTP_CKV;;2;EUR;0.39;0.39;1;31/12/2023;1;
5;20231231;1;PRL_5112410;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5112419;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5112420;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5112480;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5112490;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5112500;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5113110;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5113120;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5113130;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5113135;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5113140;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5113150;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
5;20231231;1;PRL_5113160;CTP_CKV;;1;EUR;0.00;0.00;1;31/12/2023;1;
