STATUS;VALID_ON;LOT_TYPE_FK;IDE_POSITION_REF;IDE_INTERNAL_PARTY_REF;TYP_DC_INDICATOR;CCY_ISO_CURRENCY;OCA_AMOUNT;RCA_AMOUNT;TYP_AMOUNT;DTE_VALUE;IDE_SCENARIO_FK;AUDIT_INFO
5;20231231;1;POS_760943304534;CTP_CKV;2;EUR;2500.00;2500.00;3;15/06/2014;0;
5;20231231;1;POS_760944304543;CTP_CKV;2;EUR;30000.00;30000.00;3;1/07/2014;0;
5;20231231;1;POS_760945304552;CTP_CKV;2;EUR;500.00;500.00;3;1/07/2014;0;
5;20231231;1;POS_760946304561;CTP_CKV;2;EUR;4000.00;4000.00;3;1/08/2014;0;
5;20231231;1;POS_760947304570;CTP_CKV;2;EUR;900.00;900.00;3;1/09/2014;0;
5;20231231;1;POS_760948304680;CTP_CKV;2;EUR;2300.00;2300.00;3;1/10/2014;0;
5;20231231;1;POS_760949304689;CTP_CKV;2;EUR;1200.00;1200.00;3;1/11/2014;0;
5;20231231;1;POS_760950304601;CTP_CKV;2;EUR;400.00;400.00;3;1/12/2014;0;
5;20231231;1;POS_760951304711;CTP_CKV;2;EUR;1000.00;1000.00;3;1/01/2015;0;
5;20231231;1;POS_760952304720;CTP_CKV;2;EUR;500.00;500.00;3;1/02/2015;0;
5;20231231;1;POS_760953304729;CTP_CKV;2;EUR;20000.00;20000.00;3;1/03/2015;0;
5;20231231;1;POS_760954304738;CTP_CKV;2;EUR;20000.00;20000.00;3;1/03/2015;0;
5;20231231;1;POS_760955304848;CTP_CKV;2;EUR;500.00;500.00;3;1/03/2015;0;
5;20231231;1;POS_760956304857;CTP_CKV;2;EUR;600.00;600.00;3;1/04/2015;0;
5;20231231;1;POS_760957304866;CTP_CKV;2;EUR;800.00;800.00;3;15/05/2015;0;
5;20231231;1;POS_760958304875;CTP_CKV;2;EUR;50000.00;50000.00;3;1/06/2015;0;
5;20231231;1;POS_760959304884;CTP_CKV;2;EUR;200.00;200.00;3;1/06/2015;0;
5;20231231;1;POS_760960304893;CTP_CKV;2;EUR;2500.00;2500.00;3;15/06/2015;0;
5;20231231;1;POS_760961304805;CTP_CKV;2;EUR;600.00;600.00;3;1/07/2015;0;
5;20231231;1;POS_760962304814;CTP_CKV;2;EUR;20000.00;20000.00;3;1/07/2015;0;
5;20231231;1;POS_760963304823;CTP_CKV;2;EUR;10000.00;10000.00;3;1/07/2015;0;
5;20231231;1;POS_760964304832;CTP_CKV;2;EUR;10000.00;10000.00;3;1/07/2015;0;
5;20231231;1;POS_760965304841;CTP_CKV;2;EUR;10000.00;10000.00;3;1/07/2015;0;
5;20231231;1;POS_760966304850;CTP_CKV;2;EUR;10000.00;10000.00;3;1/07/2015;0;
5;20231231;1;POS_760967304859;CTP_CKV;2;EUR;10000.00;10000.00;3;1/07/2015;0;
5;20231231;1;POS_760968304868;CTP_CKV;2;EUR;10000.00;10000.00;3;1/07/2015;0;
5;20231231;1;POS_760969304877;CTP_CKV;2;EUR;10000.00;10000.00;3;1/07/2015;0;
5;20231231;1;POS_760970304886;CTP_CKV;2;EUR;10000.00;10000.00;3;1/07/2015;0;
5;20231231;1;POS_760971304895;CTP_CKV;2;EUR;10000.00;10000.00;3;1/07/2015;0;
5;20231231;1;POS_760972304807;CTP_CKV;2;EUR;10000.00;10000.00;3;1/07/2015;0;
5;20231231;1;POS_760973304816;CTP_CKV;2;EUR;10000.00;10000.00;3;1/07/2015;0;
5;20231231;1;POS_760974304825;CTP_CKV;2;EUR;10000.00;10000.00;3;1/07/2015;0;
5;20231231;1;POS_760975304834;CTP_CKV;2;EUR;10000.00;10000.00;3;15/07/2015;0;
5;20231231;1;POS_760976304843;CTP_CKV;2;EUR;10000.00;10000.00;3;15/07/2015;0;
5;20231231;1;POS_760977304852;CTP_CKV;2;EUR;10000.00;10000.00;3;15/07/2015;0;
5;20231231;1;POS_760978304861;CTP_CKV;2;EUR;10000.00;10000.00;3;15/07/2015;0;
5;20231231;1;POS_760979304870;CTP_CKV;2;EUR;10000.00;10000.00;3;15/07/2015;0;
5;20231231;1;POS_760980304879;CTP_CKV;2;EUR;10000.00;10000.00;3;15/07/2015;0;
5;20231231;1;POS_760981304888;CTP_CKV;2;EUR;10000.00;10000.00;3;15/07/2015;0;
5;20231231;1;POS_760982304800;CTP_CKV;2;EUR;500.00;500.00;3;1/08/2015;0;
5;20231231;1;POS_760983304809;CTP_CKV;2;EUR;400.00;400.00;3;1/09/2015;0;
5;20231231;1;POS_760984304919;CTP_CKV;2;EUR;800.00;800.00;3;1/10/2015;0;
5;20231231;1;POS_760985304928;CTP_CKV;2;EUR;400.00;400.00;3;1/11/2015;0;
5;20231231;1;POS_760986304937;CTP_CKV;2;EUR;200.00;200.00;3;1/12/2015;0;
5;20231231;1;POS_760987304946;CTP_CKV;2;EUR;200.00;200.00;3;1/01/2016;0;
5;20231231;1;POS_760988304955;CTP_CKV;2;EUR;200.00;200.00;3;1/02/2016;0;
5;20231231;1;POS_760989305166;CTP_CKV;2;EUR;14200.00;14200.00;3;15/08/2016;0;
5;20231231;1;POS_6348752;CTP_CKV;2;EUR;336000.00;336000.00;11;;0;
5;20231231;1;POS_6362065;CTP_CKV;2;EUR;257500.00;257500.00;11;;0;
5;20231231;1;POS_6364022;CTP_CKV;2;EUR;1500000.00;1500000.00;11;;0;
5;20231231;1;POS_6385001;CTP_CKV;2;EUR;400000.00;400000.00;11;;0;
5;20231231;1;POS_931.030.897-65;CTP_CKV;2;EUR;10000.00;10000.00;11;;0;
5;20231231;1;POS_BE0974264930;CTP_CKV;2;EUR;822.72;822.72;11;;0;
5;20231231;1;POS_BE6264506526;CTP_CKV;2;EUR;1000.00;1000.00;11;;0;
5;20231231;1;POS_BER00003MTB4;CTP_CKV;2;EUR;2000.00;2000.00;11;;0;
5;20231231;1;POS_BER00003W7Q0;CTP_CKV;2;EUR;11380.00;11380.00;11;;0;
5;20231231;1;POS_BER000041415;CTP_CKV;2;EUR;6000.00;6000.00;11;;0;
5;20231231;1;POS_BER000041534;CTP_CKV;2;EUR;18590.00;18590.00;11;;0;
5;20231231;1;POS_BER000044DQ7;CTP_CKV;2;EUR;25000.00;25000.00;11;;0;
5;20231231;1;POS_BER000044TG4;CTP_CKV;2;EUR;15000.00;15000.00;11;;0;
5;20231231;1;POS_BER000045PI5;CTP_CKV;2;EUR;10000.00;10000.00;11;;0;
5;20231231;1;POS_530001700858;CTP_CKV;2;EUR;7991.46;7991.46;20;6/01/2014;0;
5;20231231;1;POS_530004700885;CTP_CKV;2;EUR;7412.69;7412.69;20;1/02/2014;0;
5;20231231;1;POS_530005700894;CTP_CKV;2;EUR;4728.46;4728.46;20;1/06/2014;0;
5;20231231;1;POS_530006700806;CTP_CKV;2;EUR;6273.13;6273.13;20;15/06/2014;0;
5;20231231;1;POS_530007700815;CTP_CKV;2;EUR;2686.12;2686.12;20;1/09/2014;0;
5;20231231;1;POS_530008700925;CTP_CKV;2;EUR;1052.25;1052.25;20;1/12/2014;0;
5;20231231;1;POS_530009700934;CTP_CKV;2;EUR;14682.15;14682.15;20;1/01/2015;0;
5;20231231;1;POS_530010700943;CTP_CKV;2;EUR;14682.15;14682.15;20;1/01/2015;0;
5;20231231;1;POS_530011700952;CTP_CKV;2;EUR;14682.15;14682.15;20;1/01/2015;0;
5;20231231;1;POS_530012701062;CTP_CKV;2;EUR;7479.48;7479.48;20;1/01/2015;0;
5;20231231;1;POS_530013700970;CTP_CKV;2;EUR;8102.76;8102.76;20;1/01/2015;0;
5;20231231;1;POS_530014700979;CTP_CKV;2;EUR;8102.76;8102.76;20;1/01/2015;0;
5;20231231;1;POS_530015701089;CTP_CKV;2;EUR;7389.88;7389.88;20;1/02/2015;0;
5;20231231;1;POS_530016701001;CTP_CKV;2;EUR;6842.49;6842.49;20;1/02/2015;0;
5;20231231;1;POS_530017701010;CTP_CKV;2;EUR;6842.49;6842.49;20;1/02/2015;0;
5;20231231;1;POS_530018701019;CTP_CKV;2;EUR;6554.82;6554.82;20;15/02/2015;0;
5;20231231;1;POS_530019701028;CTP_CKV;2;EUR;7025;7025;20;1/03/2015;0;
5;20231231;1;POS_530020701037;CTP_CKV;2;EUR;7865.75;7865.75;20;15/02/2015;0;
5;20231231;1;POS_530021701046;CTP_CKV;2;EUR;15000;15000;20;1/03/2015;0;
5;20231231;1;POS_530022701156;CTP_CKV;2;EUR;5466.18;5466.18;20;15/03/2015;0;
5;20231231;1;POS_530023701165;CTP_CKV;2;EUR;6290.42;6290.42;20;15/04/2015;0;
5;20231231;1;POS_530024701174;CTP_CKV;2;EUR;16469.96;16469.96;20;1/04/2015;0;
5;20231231;1;POS_530025701183;CTP_CKV;2;EUR;31166.68;31166.68;20;1/05/2015;0;
5;20231231;1;POS_530026701192;CTP_CKV;2;EUR;8640.72;8640.72;20;15/05/2015;0;
5;20231231;1;POS_530029701122;CTP_CKV;2;EUR;4812.48;4812.48;20;1/07/2015;0;
5;20231231;1;POS_530030701131;CTP_CKV;2;EUR;4743.75;4743.75;20;1/07/2015;0;
5;20231231;1;POS_530031701140;CTP_CKV;2;EUR;3437.49;3437.49;20;1/07/2015;0;
5;20231231;1;POS_530034701167;CTP_CKV;2;EUR;13548.84;13548.84;20;15/07/2015;0;
5;20231231;1;POS_530035701176;CTP_CKV;2;EUR;3682.45;3682.45;20;15/07/2015;0;
5;20231231;1;POS_530036701185;CTP_CKV;2;EUR;2009.9;2009.9;20;15/09/2015;0;
5;20231231;1;POS_530037701295;CTP_CKV;2;EUR;2513.67;2513.67;20;15/05/2016;0;
5;20231231;1;POS_530038701308;CTP_CKV;2;EUR;3010.92;3010.92;20;1/08/2016;0;
5;20231231;1;POS_530039701317;CTP_CKV;2;EUR;4793.71;4793.71;20;1/09/2016;0;
5;20231231;1;POS_630001700892;CTP_CKV;2;EUR;22998.21;22998.21;20;1/03/2014;0;
5;20231231;1;POS_630002700804;CTP_CKV;2;EUR;22825.06;22825.06;20;1/04/2014;0;
5;20231231;1;POS_630003700813;CTP_CKV;2;EUR;17981.01;17981.01;20;15/01/2014;0;
5;20231231;1;POS_630004701125;CTP_CKV;2;EUR;18631.26;18631.26;20;15/04/2015;0;
5;20231231;1;POS_630005701235;CTP_CKV;2;EUR;13540.63;13540.63;20;1/12/2015;0;
5;20231231;1;POS_760931304523;CTP_CKV;2;EUR;289.23;289.23;20;1/01/2014;0;
5;20231231;1;POS_760932304532;CTP_CKV;2;EUR;89.13;89.13;20;15/03/2014;0;
5;20231231;1;POS_760933304541;CTP_CKV;2;EUR;89.13;89.13;20;15/03/2014;0;
5;20231231;1;POS_760934304550;CTP_CKV;2;EUR;89.13;89.13;20;15/03/2014;0;
5;20231231;1;POS_760935304559;CTP_CKV;2;EUR;89.13;89.13;20;15/03/2014;0;
5;20231231;1;POS_760936304568;CTP_CKV;2;EUR;89.13;89.13;20;15/03/2014;0;
5;20231231;1;POS_760937304577;CTP_CKV;2;EUR;89.13;89.13;20;15/03/2014;0;
5;20231231;1;POS_760938304586;CTP_CKV;2;EUR;89.13;89.13;20;15/03/2014;0;
5;20231231;1;POS_760939304595;CTP_CKV;2;EUR;206;206;20;15/04/2014;0;
5;20231231;1;POS_760940304507;CTP_CKV;2;EUR;193.32;193.32;20;1/05/2014;0;
5;20231231;1;POS_760941304516;CTP_CKV;2;EUR;10.93;10.93;20;15/05/2014;0;
5;20231231;1;POS_760942304525;CTP_CKV;2;EUR;3.16;3.16;20;15/06/2014;0;
5;20231231;1;POS_760943304534;CTP_CKV;2;EUR;39.41;39.41;20;15/06/2014;0;
5;20231231;1;POS_760944304543;CTP_CKV;2;EUR;435;435;20;1/07/2014;0;
5;20231231;1;POS_760945304552;CTP_CKV;2;EUR;7.26;7.26;20;1/07/2014;0;
5;20231231;1;POS_760946304561;CTP_CKV;2;EUR;48.19;48.19;20;1/08/2014;0;
5;20231231;1;POS_760947304570;CTP_CKV;2;EUR;8.63;8.63;20;1/09/2014;0;
5;20231231;1;POS_760948304680;CTP_CKV;2;EUR;16.59;16.59;20;1/10/2014;0;
5;20231231;1;POS_760949304689;CTP_CKV;2;EUR;5.71;5.71;20;1/11/2014;0;
5;20231231;1;POS_760950304601;CTP_CKV;2;EUR;0.95;0.95;20;1/12/2014;0;
5;20231231;1;POS_760951304711;CTP_CKV;2;EUR;26.43;26.43;20;1/01/2015;0;
5;20231231;1;POS_760952304720;CTP_CKV;2;EUR;12.12;12.12;20;1/02/2015;0;
5;20231231;1;POS_760953304729;CTP_CKV;2;EUR;441.65;441.65;20;1/03/2015;0;
5;20231231;1;POS_760954304738;CTP_CKV;2;EUR;441.65;441.65;20;1/03/2015;0;
5;20231231;1;POS_760955304848;CTP_CKV;2;EUR;10;10;20;1/03/2015;0;
5;20231231;1;POS_760956304857;CTP_CKV;2;EUR;10.78;10.78;20;1/04/2015;0;
5;20231231;1;POS_760957304866;CTP_CKV;2;EUR;12.07;12.07;20;15/05/2015;0;
5;20231231;1;POS_760958304875;CTP_CKV;2;EUR;698.36;698.36;20;1/06/2015;0;
5;20231231;1;POS_760959304884;CTP_CKV;2;EUR;2.8;2.8;20;1/06/2015;0;
5;20231231;1;POS_760960304893;CTP_CKV;2;EUR;159.2;159.2;20;15/06/2015;0;
5;20231231;1;POS_760961304805;CTP_CKV;2;EUR;7.2;7.2;20;1/07/2015;0;
5;20231231;1;POS_760962304814;CTP_CKV;2;EUR;240;240;20;1/07/2015;0;
5;20231231;1;POS_760963304823;CTP_CKV;2;EUR;120;120;20;1/07/2015;0;
5;20231231;1;POS_760964304832;CTP_CKV;2;EUR;120;120;20;1/07/2015;0;
5;20231231;1;POS_760965304841;CTP_CKV;2;EUR;120;120;20;1/07/2015;0;
5;20231231;1;POS_760966304850;CTP_CKV;2;EUR;120;120;20;1/07/2015;0;
5;20231231;1;POS_760967304859;CTP_CKV;2;EUR;120;120;20;1/07/2015;0;
5;20231231;1;POS_760968304868;CTP_CKV;2;EUR;120;120;20;1/07/2015;0;
5;20231231;1;POS_760969304877;CTP_CKV;2;EUR;120;120;20;1/07/2015;0;
5;20231231;1;POS_760970304886;CTP_CKV;2;EUR;120;120;20;1/07/2015;0;
5;20231231;1;POS_760971304895;CTP_CKV;2;EUR;120;120;20;1/07/2015;0;
5;20231231;1;POS_760972304807;CTP_CKV;2;EUR;120;120;20;1/07/2015;0;
5;20231231;1;POS_760973304816;CTP_CKV;2;EUR;120;120;20;1/07/2015;0;
5;20231231;1;POS_760974304825;CTP_CKV;2;EUR;120;120;20;1/07/2015;0;
5;20231231;1;POS_760975304834;CTP_CKV;2;EUR;110.82;110.82;20;15/07/2015;0;
5;20231231;1;POS_760976304843;CTP_CKV;2;EUR;110.82;110.82;20;15/07/2015;0;
5;20231231;1;POS_760977304852;CTP_CKV;2;EUR;110.82;110.82;20;15/07/2015;0;
5;20231231;1;POS_760978304861;CTP_CKV;2;EUR;110.82;110.82;20;15/07/2015;0;
5;20231231;1;POS_760979304870;CTP_CKV;2;EUR;110.82;110.82;20;15/07/2015;0;
5;20231231;1;POS_760980304879;CTP_CKV;2;EUR;110.82;110.82;20;15/07/2015;0;
5;20231231;1;POS_760981304888;CTP_CKV;2;EUR;110.82;110.82;20;15/07/2015;0;
5;20231231;1;POS_760982304800;CTP_CKV;2;EUR;4.98;4.98;20;1/08/2015;0;
5;20231231;1;POS_760983304809;CTP_CKV;2;EUR;3.17;3.17;20;1/09/2015;0;
5;20231231;1;POS_760984304919;CTP_CKV;2;EUR;2.49;2.49;20;1/10/2015;0;
5;20231231;1;POS_760985304928;CTP_CKV;2;EUR;0.82;0.82;20;1/11/2015;0;
5;20231231;1;POS_760986304937;CTP_CKV;2;EUR;0.2;0.2;20;1/12/2015;0;
5;20231231;1;POS_760987304946;CTP_CKV;2;EUR;2.5;2.5;20;1/01/2016;0;
5;20231231;1;POS_760988304955;CTP_CKV;2;EUR;2.28;2.28;20;1/02/2016;0;
5;20231231;1;POS_760989305166;CTP_CKV;2;EUR;66.92;66.92;20;15/08/2016;0;
